id,emb,label,name,community
709,"[-0.004800898488610983, -0.003870111657306552, -0.0021925847977399826, -0.004270879086107016, -0.00132028351072222, -0.005504158325493336, 0.0056198397651314735, -0.007758032996207476, 0.0038688427302986383, 0.0034379814751446247, 0.00020299339666962624, 0.00154148752335459, -0.0005579800927080214, -0.00015528588846791536, 0.00074107910040766, 0.0019484244985505939, 0.0028368050698190928, -0.0001020915515255183, 0.006772670429199934, -0.005552615039050579, -0.0076958369463682175, -0.005415733903646469, 0.006108214147388935, -0.003616979578509927, -0.0070304288528859615, -0.007028572261333466, 0.0038934845943003893, -0.0014994452940300107, 0.006838093511760235, 0.004284903407096863, 0.0027511143125593662, -0.001826294930651784, -0.0021888993214815855, 0.0010188244050368667, 0.000544248498044908, -0.004395939409732819, -0.007470985408872366, -0.004095072858035564, -0.0015308931469917297, 0.0009240759536623955, 0.004964442458003759, 0.007425163872539997, -0.006478276569396257, -0.007759074680507183, -0.000336660334141925, 0.006683805026113987, -0.0028515728190541267, -0.002904393943026662, 0.006618373561650515, -0.004645058419555426, -0.005170315969735384, -0.004294164013117552, -0.006916497368365526, 0.0038408397231251, 0.001962766284123063, 0.0074624912813305855, -0.00329810893163085, 0.005090692546218634, -0.004674654453992844, 0.006832561921328306, 0.0019956654869019985, -0.0028870736714452505, 0.006619507446885109, 0.002336852252483368]",Singer,Tuấn Phong,0
710,"[-0.00480229826644063, -0.0012209804262965918, 0.00671831239014864, -0.007672753185033798, 0.004464257508516312, 0.00500988494604826, -0.0009658532799221575, 0.007164214737713337, 0.004931536503136158, 0.0033728715498000383, 0.0021126868668943644, 0.004957438912242651, 0.0017460101516917348, 0.007395424880087376, -0.005989743862301111, -0.0010820593452081084, -0.0041100382804870605, -0.007420833688229322, 0.00626338692381978, 0.00012629760021809489, 0.0033076817635446787, -0.0004470630083233118, -0.005473289173096418, -0.006898493971675634, 0.00744906160980463, -0.0022921289782971144, 0.0031908112578094006, -0.007042885757982731, -0.0018625251250341535, 0.006188828032463789, -0.002799049951136112, 0.00539792375639081, 0.0024306850973516703, 0.0012973075499758124, -0.003907360602170229, 0.003977677319198847, 0.006628009956330061, -0.005704348906874657, -0.0006597800529561937, 0.006521662697196007, -0.003465872025117278, -0.0024590562097728252, -0.002145032398402691, 0.0056680953130126, 0.00551972771063447, 0.003569530788809061, -0.0011302361963316798, -0.0035265234764665365, -0.0056783477775752544, 0.0030744741670787334, -0.002616970567032695, 0.006334856152534485, -0.0008496693917550147, -0.005081408191472292, 0.003680454334244132, -0.00589391402900219, -0.005729946307837963, 0.003779943799600005, 0.005084025673568249, -0.0037743179127573967, -0.00633690832182765, 0.006234768312424421, 0.0072440109215676785, 0.0048059020191431046]",Singer,Vũ Tuấn Đức,9
711,"[-0.004809297155588865, -0.0036003245040774345, 0.004397798329591751, 0.006567874923348427, 0.0021369624882936478, -0.004919897299259901, -0.002644320484250784, 0.0036504536401480436, -0.005379995331168175, 0.003047321457415819, -0.003963847178965807, 0.006412195973098278, -0.002359037986025214, -0.0017260209424421191, 0.007231141906231642, -0.0006094790296629071, -0.007594255264848471, 0.002860456705093384, 0.003716967534273863, -0.0027291399892419577, -0.004174724221229553, -0.006853708531707525, -0.000880806939676404, -0.0076810638420283794, 0.0017215146217495203, 0.00576508603990078, -0.0003225576365366578, -0.003510088659822941, 0.0015093825059011579, 8.344934758497402e-05, 0.0007001278572715819, -0.0053559839725494385, -0.0057213930413126945, 0.002689724089577794, 0.0050845942460000515, -0.0010292386868968606, -0.0010020136833190918, 0.0018742713145911694, 0.0036957862321287394, 0.003259598510339856, 0.0012575563741847873, -0.005005157086998224, 0.0038961900863796473, -0.005321052856743336, 0.00355166825465858, 0.003623159136623144, 0.007476447150111198, -0.006637172307819128, -0.0046619544737041, -0.005202862899750471, -0.005475242622196674, -0.0030200425535440445, -0.0017655299743637443, -0.0028176498599350452, -0.0033561065793037415, 0.0054490575566887856, -0.002264131559059024, -0.0027737999334931374, 0.007002424448728561, 0.005691281985491514, -0.0011247788788750768, 0.004968977998942137, -0.005258470773696899, 0.0015261519001796842]",Singer,Nguyễn Hữu Trí,1
712,"[-0.004810696467757225, -0.0009511930984444916, -0.002316304249688983, 0.0031660001259297132, -0.0077034966088831425, 0.005594146437942982, 0.006394986528903246, 0.0029477016068995, -0.0043173013255000114, 0.0029822117649018764, -0.002054154174402356, -0.005796852521598339, -5.504784712684341e-05, 0.005824689753353596, 0.0005003188271075487, -0.0036399629898369312, 0.0010839016176760197, -0.00445828540250659, 0.0032076837960630655, 0.0029497721698135138, 0.006828794255852699, -0.001885037636384368, 0.0031626897398382425, 0.004662421997636557, 0.0005760053172707558, -0.005123470444232225, -0.0010252310894429684, 0.006571470759809017, -0.0071912361308932304, 0.0019873734563589096, -0.0048500364646315575, 0.0018682348309084773, -0.0011018086224794388, 0.0029682074673473835, 0.0006329850293695927, 0.007344378158450127, -0.0025280185509473085, 0.00026499538216739893, 0.004566899500787258, -0.006767814513295889, -0.007172757759690285, 0.0007356227142736316, -0.007395565509796143, -0.007518882397562265, -0.006216943264007568, 0.0005088846082799137, -0.0064272163435816765, -0.00725930230692029, -0.0013336758129298687, 0.0025166694540530443, -0.002921897219493985, 0.0076089780777692795, 0.004301297944039106, 0.0038851017598062754, -0.001638418878428638, 0.007717651780694723, -0.0046959687024354935, -0.0040845489129424095, 0.0011361043434590101, -0.004915597848594189, 0.006167646963149309, -0.0015341797843575478, -0.004633966833353043, 0.003995201550424099]",Singer,Hoàng Long,6
713,"[-0.004806497599929571, 0.006726413499563932, 0.0022010039538145065, -0.0022533764131367207, 0.006192880682647228, 0.005302015691995621, -0.005097933579236269, 0.005055957939475775, -0.007505382411181927, 0.0031775417737662792, -0.007783233653753996, -0.0004197068337816745, -0.006967018824070692, -0.0012024425668641925, 0.005067787598818541, 0.005451488774269819, 0.006299431901425123, 0.0018729404546320438, 0.004735535476356745, 0.0015380351105704904, 0.0050682383589446545, -0.001166050205938518, 0.006657200399786234, -0.001118035870604217, 0.004012533463537693, -0.0037078000605106354, 0.001082790084183216, 0.007576792500913143, 0.0032856196630746126, -0.0037243992555886507, -0.003824543207883835, -0.004179420880973339, 0.0006644383538514376, 0.0021327577996999025, -0.00163718790281564, -0.0021514720283448696, 0.002049995819106698, 0.005092823412269354, 0.0019535599276423454, 0.007689424324780703, 0.0024931852240115404, -0.0008617168059572577, -0.004770298954099417, -0.0009253935422748327, 0.007463891990482807, -0.005773292388767004, 0.004033773671835661, -0.005392912775278091, 0.004306488204747438, -0.005016928073018789, 0.00504306610673666, 0.006971917115151882, 0.0017258141888305545, -0.0005981533322483301, -0.006791482213884592, 0.0009118688176386058, 0.0025995424948632717, -0.00015230252756737173, 0.0031100651249289513, -0.004344957880675793, -8.463073027087376e-05, 0.0023502942640334368, -0.006507477723062038, -0.0034119479823857546]",Singer,Lương Tuấn,7
717,"[0.0003636380424723029, -0.007814746350049973, -0.005080058239400387, -5.49163123650942e-05, -0.004313576500862837, -0.007280765566974878, -0.007696500513702631, -0.0029524739366024733, 6.808304897276685e-05, 0.00110568106174469, -0.002119585173204541, -0.0017721557524055243, -0.0005852667964063585, 0.004211094696074724, -0.0030307613778859377, 0.005875237751752138, 0.005731561221182346, 0.0032779574394226074, 0.002505167853087187, 0.0024791317991912365, -0.004070276860147715, 0.006287259049713612, -0.0034107109531760216, 0.004946583416312933, -0.0066361865028738976, -0.004344904329627752, 0.006779500748962164, -0.004823771771043539, 0.0020796305034309626, 0.0015185714000836015, -0.00036589225055649877, 0.005595242138952017, -0.00450986810028553, -0.003125552786514163, -0.00652315141633153, 0.002676372416317463, -0.006288853939622641, -0.0062641664408147335, 0.002897094003856182, 0.007089883089065552, -0.0036503011360764503, 0.003217303194105625, -0.005236763507127762, -0.001347248675301671, -0.0014211746165528893, 0.007973149418830872, 0.0025646688882261515, 0.0037901736795902252, -0.0008442464168183506, 0.005599218420684338, 0.0024313139729201794, -0.001575432950630784, 0.0011277965968474746, 0.006432000081986189, -0.008113602176308632, 0.005912203341722488, -0.0051069725304841995, -0.00076173001434654, -0.004838401451706886, 0.0040715462528169155, -0.0023287497460842133, 0.0024644641671329737, 3.1732404295325978e-06, 0.007374613545835018]",Singer,Huỳnh Hiền Năng,0
732,"[-0.0018405220471322536, 0.006276872009038925, 0.00436439411714673, -0.0019772881641983986, -0.001498411176726222, -0.003053772496059537, -0.0002890740870498121, 0.003955530934035778, 0.0010552906896919012, 0.0025642006658017635, 0.004859179258346558, 0.00048475211951881647, -0.0005375230684876442, 0.0006745103164575994, 0.0070295268669724464, -0.0011302840430289507, 0.001502834726125002, 0.004740556236356497, -0.007858283817768097, 0.007684546988457441, -0.007191507611423731, 0.004187355749309063, 0.005846936721354723, 0.0009762722766026855, -0.006877942010760307, -0.0044121649116277695, 0.0003534156421665102, 0.004645753651857376, 0.006674600765109062, -0.007099416572600603, -0.0071076154708862305, 0.005417096894234419, -0.0028789525385946035, -0.006710944697260857, 0.005467135924845934, 0.004267469514161348, -0.0020697107538580894, -0.0003947085060644895, 0.005233271047472954, -0.00517980707809329, -0.004344973247498274, 0.005829776171594858, 0.002144706668332219, -0.004898917395621538, 0.0022577436175197363, 0.0016181187238544226, -0.0037662284448742867, -0.004941165912896395, 0.0016854199348017573, -0.00017674760601948947, 0.0010467612883076072, 0.0002692221605684608, 0.0008308389806188643, -0.002358838450163603, 0.002250225516036153, 0.007022586185485125, -0.005910709034651518, 0.001459795981645584, -0.007346557453274727, 0.002196915913373232, -0.004143975209444761, -0.005946908611804247, -0.00936504639685154, 0.006778973154723644]",Singer,Hoàng Thùy Linh,4
745,"[0.000488254998344928, -0.0016347001073881984, 0.0064596510492265224, -0.002441833261400461, 0.002162932651117444, -0.0007826660294085741, 0.0011573778465390205, -0.0017738050082698464, -0.004231111612170935, 0.0003415393875911832, 0.005850772373378277, -0.00042485567973926663, 0.004531341139227152, 0.005667037330567837, -0.006593053694814444, 0.0032465909607708454, 0.0015842911088839173, 0.0020722050685435534, 0.002695897128432989, -0.00490690628066659, -0.0010121705709025264, 0.0010791352251544595, -0.0037769987247884274, 0.002988670254126191, -0.00022092025028541684, 0.007525736000388861, -0.005983192007988691, 0.0029876341577619314, 0.005652985069900751, -0.00481702433899045, 0.005708890501409769, -0.007158393040299416, -0.007257372140884399, -0.004549956414848566, -0.0035551872570067644, -0.0008076164522208273, 0.00027708796551451087, -0.0002599344588816166, -0.0004854713333770633, -0.0009389052866026759, -0.0006463489844463766, -0.005646638106554747, -0.006890834774821997, 0.005819539073854685, 0.007890249602496624, 0.004251447040587664, -0.003381902351975441, 0.006512874737381935, 0.0019469698891043663, 0.007781739346683025, -0.006796613335609436, 0.00355707760900259, -0.007528414484113455, -0.0050803120248019695, 0.0011694720014929771, -0.004394055809825659, 0.0026188811752945185, 0.0037008561193943024, 0.0031410218216478825, 0.00043024655315093696, -0.0008755231974646449, -0.003564357990399003, -0.0025994761381298304, -0.002336147241294384]",Singer,Tuấn Vũ,1
747,"[-0.0009023758466355503, 0.0050051650032401085, -0.0002744050871115178, -0.006272683851420879, 0.005339379888027906, 0.006831700913608074, 0.002630418399348855, 0.003796152537688613, 0.0050978087820112705, -0.0017085595754906535, 0.0006839202251285315, 0.004212547093629837, -0.002479736926034093, -0.004209115169942379, 0.003297520335763693, -0.004157425835728645, 0.0020692984107881784, 0.005913067143410444, -0.00020305525686126202, -0.007336480543017387, -0.0048898616805672646, 0.002918778220191598, -0.007457475643604994, 0.003695110557600856, 0.002399119082838297, 0.0002750902494881302, -0.0024246666580438614, -0.0052874451503157616, 0.0042667631059885025, 0.005589301232248545, -0.0008237632573582232, 0.0023175703827291727, -0.0034232584293931723, 0.0062574464827775955, -0.0013877504970878363, 0.005757574923336506, 0.005190560594201088, 0.0013412006665021181, 0.0008066239533945918, -0.0062531535513699055, 0.0069819046184420586, -0.005107693839818239, 0.002055067801848054, 0.002018802799284458, -0.004442625679075718, -0.003910374827682972, 7.404523785226047e-06, -0.0016449862159788609, 0.0030809936579316854, 0.0036008814349770546, -0.003867169376462698, 0.0021394637878984213, 0.004303342197090387, -0.0001811598485801369, 0.0035168821923434734, 0.0040299477986991405, 0.004121981095522642, 0.0020674229599535465, -0.0014537519309669733, 0.003797302022576332, -0.006140570621937513, -0.00018380550318397582, 0.006780813913792372, -0.0034300321713089943]",Singer,Ngân Quỳnh,3
748,"[0.00357443792745471, 0.007292578928172588, -0.004936251789331436, 0.006655466742813587, -0.004525388590991497, 0.0013233015779405832, -0.005255475640296936, -0.00014274286513682455, 0.005210900213569403, -0.002244488801807165, 0.0037507929373532534, 0.007935981266200542, 0.0004879159387201071, 0.00238149706274271, -0.002943668980151415, -0.007159952539950609, -0.002233363687992096, -0.0018515707924962044, 0.0020949793979525566, -0.0016522840596735477, 0.004372044000774622, -0.011553126387298107, -0.0037459370214492083, 0.0005501714767888188, 0.0026738669257611036, 0.006241295952349901, -0.0035770072136074305, 0.0047036996111273766, -0.006441757548600435, 0.006704057566821575, -0.0065447366796433926, -0.00698220357298851, 0.0018018826376646757, 0.00653328699991107, -0.0054767257533967495, -0.002735679503530264, 0.0033419725950807333, 0.0007068015402182937, 0.0008040645625442266, -0.0004126973217353225, -0.0034690829925239086, -3.700648812809959e-05, 0.007328368723392487, -0.00024145227507688105, 0.0006282849935814738, 0.00902069453150034, 0.0009483907488174736, -0.0036235058214515448, 0.003627941943705082, -0.004244725685566664, -0.0012771679321303964, -0.0018415616359561682, -0.005638660863041878, 0.0075208875350654125, 0.007531657349318266, 0.004845788236707449, 0.0005439022206701338, 0.00046077248407527804, -0.007229416631162167, -0.006412341259419918, 0.002460014307871461, -0.005375362932682037, 0.0060517871752381325, -0.0012828703038394451]",Singer,Dương Thụ,2
749,"[0.0027915029786527157, 5.5813412473071367e-05, -0.0005945767625235021, 0.0011386150727048516, -0.00722338305786252, 0.002646571258082986, 0.0028354094829410315, 0.0025585703551769257, 0.0024720088113099337, -0.0019394393311813474, -0.003230779431760311, -0.0031419391743838787, -0.0072950683534145355, -0.005284816026687622, 0.0006575384759344161, 0.002023898297920823, 0.001884545898064971, 0.004079932346940041, 0.002399507211521268, -0.0032870068680495024, 0.001996969571337104, -0.008110973052680492, -0.00011623177852015942, -0.0058639138005673885, 0.004413262940943241, 0.006505809258669615, -0.0005417951615527272, 0.005433589685708284, 0.005260884296149015, -0.0003773841308429837, -0.005445877090096474, 0.003531155874952674, 0.0018767123110592365, 0.007761035114526749, -0.00833089929074049, 0.004944888409227133, 0.006401291582733393, 0.004908125847578049, -0.002606675261631608, -0.002229429082944989, 0.008353108540177345, -0.0005784077220596373, -0.005969465244561434, 0.0060641709715127945, -0.0026165232993662357, 0.0005881139077246189, -0.0021510713268071413, -0.001269564381800592, -0.004374965094029903, 0.0023699901066720486, 0.0076371971517801285, -0.004720065277069807, -0.007809452712535858, 0.00425307173281908, 0.0005735107115469873, -0.00027514868997968733, -0.006331411190330982, 0.0037765612360090017, -0.004656269680708647, -0.006455062422901392, -0.004961344413459301, -0.003191764699295163, 0.004279139451682568, -0.007429957389831543]",Singer,Jun Phạm,3
758,"[0.0003644785610958934, 0.007787284441292286, 0.0004437361203599721, 0.002014490542933345, -0.0017771320417523384, 0.002176393289119005, 0.0034074897412210703, -0.003190274816006422, -0.0035351125989109278, -0.0008784855017438531, -0.0010591880418360233, -0.0026561610866338015, -0.0008075978839769959, 0.0023170551285147667, 0.003411725861951709, 0.0069934530183672905, 0.0019525197567418218, -0.0005177115090191364, -0.0033604525960981846, 0.0015504296170547605, -0.006146176252514124, 0.006780899595469236, 0.005088929086923599, -0.0038930855225771666, -0.00632921326905489, 0.0013786402996629477, -0.0047852289862930775, 0.003513890551403165, 0.007038645446300507, 0.0016784053295850754, 0.005723988637328148, 0.006527982652187347, -0.002747640013694763, -0.006904208566993475, -0.00041563366539776325, 0.0022006582003086805, -0.005674293264746666, 0.006306336261332035, 0.007445411756634712, 0.0007370050298050046, -0.006402373313903809, 0.003070826642215252, 0.0007038552430458367, 0.0008627869538031518, 0.00629903469234705, 0.004346002824604511, -0.004118360113352537, -0.005828523077070713, -0.0057828547433018684, -0.004775582812726498, -0.002580819185823202, -0.0017607619520276785, 0.0006459294236265123, -0.00016079717897810042, 0.0005434429622255266, 0.004673907067626715, 0.002122146775946021, -0.00708110723644495, 0.0049964976496994495, 0.0072594028897583485, -0.0021446917671710253, 0.0013596051139757037, -0.006182868964970112, -0.00221986323595047]",Singer,B Ray,9
761,"[-0.004918474238365889, -9.309138840762898e-05, -0.0036772191524505615, 0.006846671458333731, 0.00020615954417735338, 0.002675497904419899, -0.000703402969520539, -0.0042892214842140675, -0.0006148876855149865, -0.0020312550477683544, 0.004367221146821976, 0.007231405470520258, 0.005477209109812975, -0.006520576309412718, -0.00214804382994771, -0.0026122264098376036, -0.0025730389170348644, -0.005501417443156242, -0.00475717056542635, 0.002726031932979822, -0.005275261122733355, 0.005702618043869734, 0.0020119203254580498, 0.0019858418963849545, 0.006121782120317221, 0.0002076465607387945, 0.007368891965597868, 0.0016015470027923584, -0.005263858940452337, -0.00766045693308115, 0.005287304520606995, -0.004366941284388304, -0.00476881442591548, -0.006838576402515173, 0.0016090861754491925, -0.004137133248150349, 0.004969619680196047, 0.001350746606476605, -0.006482379510998726, 0.0023713933769613504, -5.6961689551826566e-05, 0.005275669973343611, -0.0018607444362714887, -0.004876767285168171, 0.0072249434888362885, -0.004915239289402962, 0.0011157050030305982, 0.007336705923080444, 0.004943785723298788, 0.003170677926391363, 0.0061857085675001144, -0.0020814610179513693, 0.0026970445178449154, 0.00437198206782341, 0.005623542703688145, -0.0051005808636546135, -0.004447426181286573, 0.004362795501947403, 0.002554448554292321, 0.006479641422629356, 0.005184441804885864, -0.002277352148666978, -0.003422184381633997, 0.00661204569041729]",Singer,Trịnh Lâm Ngân,4
765,"[0.00034913542913272977, 0.004272495862096548, -0.0033939487766474485, -0.008016875945031643, -0.006179984658956528, 0.005940355826169252, -0.004063190892338753, -0.00015719699149485677, -0.00047892992733977735, -0.00040945931687019765, -0.0024024336598813534, 0.005073844455182552, 0.0036270201671868563, 0.0009125504293479025, -0.0012392953503876925, 0.0037231058813631535, 0.0029458338394761086, -0.0024639787152409554, -0.0062805889174342155, -3.6436347727430984e-05, -0.00019971237634308636, 0.008173652924597263, -0.0016300642164424062, -0.00044034881284460425, 0.006690869573503733, -0.007126275449991226, -0.004191532731056213, 2.217002838733606e-05, 0.003864012658596039, 0.002771432278677821, 0.004130963701754808, -0.0026703616604208946, 0.006406876724213362, 0.0021640174090862274, 0.0011134102242067456, -0.004017224535346031, 0.0016836629947647452, 0.000545199669431895, 0.0006480346783064306, 0.0019551648292690516, 0.0007259901612997055, 0.0011273646960034966, -0.00015513398102484643, -0.006507121026515961, 0.00011856031778734177, 0.0031200945377349854, -0.0012081335298717022, -0.005853003356605768, 0.004414649680256844, 0.00693072285503149, -0.003983922768384218, -0.004308074247092009, 0.005437733139842749, 0.004821940325200558, 0.004373734816908836, -0.00698102917522192, 0.0018882784061133862, -0.00538359209895134, -0.004823585506528616, 0.005683768540620804, 0.003259386168792844, -0.00868220068514347, -0.005724363494664431, -0.00046544300857931376]",Singer,Phương Mỹ Chi,2
768,"[0.0026402033399790525, 0.006437209900468588, -0.004017260856926441, 0.0008133957744576037, 0.003900699783116579, 0.0009582322672940791, -0.003907462581992149, -0.0031598336063325405, -0.006957266479730606, -0.0007254926604218781, -0.0034596689511090517, -0.0019367396598681808, 0.00421255873516202, 0.008512810803949833, -0.002282959409058094, 0.00042470399057492614, 0.001661911839619279, 0.006567223463207483, 0.004939661361277103, -0.007431608624756336, -0.001851645763963461, -0.004208622500300407, -0.0059257191605865955, -0.005987069569528103, 0.0002759661292657256, -0.0055457730777561665, 0.006932009477168322, -0.00832944642752409, 0.0063111986964941025, -3.632702282629907e-05, -0.0023026554845273495, 0.0015735888155177236, 0.008545994758605957, 0.0009580549085512757, 0.0008806537953205407, 0.00897456519305706, 0.006917274557054043, 0.003395514562726021, 0.006504841148853302, -0.004943543579429388, 0.0036461390554904938, -0.006718674674630165, 0.0006227371050044894, -0.00392789114266634, -0.006165806669741869, -0.0019003214547410607, -0.004264185670763254, 0.004574651829898357, -0.002435274887830019, -0.002821743953973055, -0.0013456884771585464, -0.006186814978718758, 0.0012341341935098171, 0.0026532260235399008, 0.0018165218643844128, -0.004304343834519386, 0.0009638798073865473, 0.0011912392219528556, 6.733444752171636e-05, -0.0035934948828071356, -0.0077072507701814175, -0.006680669728666544, -0.003026798600330949, 5.402794340625405e-05]",Singer,Obito,3
769,"[0.00182999181561172, -0.0017319094622507691, 0.0004901225911453366, -0.005899180192500353, 0.0015404607402160764, -0.0005430151359178126, 0.0016307426849380136, -0.0032547893933951855, 0.0062013971619307995, -0.0015900199068710208, 0.0062805283814668655, 0.0022762620355933905, -0.002930494025349617, 0.0016179527156054974, 0.0023035332560539246, 0.00816603098064661, -0.007235998287796974, -0.002353255171328783, 0.006666975095868111, 0.007535936776548624, -0.0033884765580296516, -0.006435214076191187, -0.0022747237235307693, 0.0031537439208477736, 0.0016020368784666061, -0.0029482978861778975, -0.0063102832064032555, -0.005985291209071875, 0.0007223841384984553, -0.006446664687246084, -0.0013110076542943716, -0.006036354228854179, -0.0059960270300507545, 0.003251106711104512, -0.0010977161582559347, -0.00026598223485052586, -0.005470087751746178, -0.006836188957095146, 0.003898781258612871, -0.00606745108962059, -0.0009433282539248466, -0.009244279004633427, 0.00468480633571744, 0.002085408428683877, 0.0064564356580376625, 0.007459885906428099, 0.006179069168865681, 0.006706404499709606, 0.004122758284211159, 0.00500104483217001, 0.00842988770455122, -0.006031065247952938, -0.002745780861005187, 0.000571723619941622, -0.004702990408986807, 0.0019248060416430235, 0.00805641245096922, 0.004774818662554026, 0.002656895900145173, -0.004297893960028887, 0.0023993130307644606, -0.0016285788733512163, -0.003783215768635273, -0.007450389210134745]",Singer,Phạm Thế Mỹ,7
770,"[0.0030145251657813787, 0.0009048589272424579, -0.004829990677535534, 0.008763061836361885, 0.0079093212261796, -0.004217939916998148, -0.004732580855488777, -0.0031127985566854477, 0.004726033192127943, 0.0009132589912042022, 0.008890252560377121, 0.005652134772390127, -0.0010381160536780953, 0.008410998620092869, -0.0038356774020940065, 0.005722551606595516, 1.6559395589865744e-05, 0.006730254273861647, 0.007188388146460056, -0.0038308899383991957, 0.008173510432243347, 0.0002871803299058229, 0.0034556167665868998, -0.0015819211257621646, 0.0018883508164435625, -0.00043565279338508844, -0.008164444006979465, 0.0033048908226191998, 0.007581719197332859, -0.005153156816959381, -0.0074540129862725735, 0.0019345395267009735, -0.0005545375170186162, 0.0013689848128706217, -0.005471392534673214, 0.007052031811326742, -0.00612126849591732, 0.00824520643800497, 0.005401086527854204, -0.003749862080439925, 0.006171296816319227, -0.0022380026057362556, -0.007314839866012335, -0.0038582938723266125, -0.003541835118085146, 0.00326174171641469, -0.008180707693099976, 0.0062052118591964245, 0.0057512614876031876, -0.00366817694157362, -0.0061636511236429214, 0.0035086944699287415, 0.005156486760824919, 0.007114375475794077, -0.0027608058881014585, 0.006297933869063854, 0.005038172472268343, 0.004069492220878601, -0.0016882384661585093, 0.0015302964020520449, -0.0070954980328679085, 0.00805103313177824, -0.0014038188382983208, -0.004831352271139622]",Singer,Jack,3
772,"[0.003220958635210991, -0.00021373355411924422, -0.00018200487829744816, 0.0032262818422168493, -0.005122326780110598, -0.0037503279745578766, 0.00044394569704309106, 0.007540369872003794, -0.0033809186425060034, -0.0025741790886968374, 0.0036360728554427624, -0.0033440210390836, -0.0030610361136496067, 0.004713508766144514, 0.0032330346293747425, 0.002834551502019167, 0.006679479032754898, -0.007469183299690485, 0.002349100774154067, 0.00031836197013035417, -0.005982659291476011, -0.001324280514381826, -0.003713099053129554, -0.004986646585166454, -0.006516752764582634, -0.003563246224075556, 0.00488736666738987, 0.00197170814499259, 0.001891781808808446, 0.006741466466337442, 0.005251872818917036, -0.003449736163020134, -0.0045378198847174644, 0.004831316880881786, -0.0022896055597811937, -0.006386247929185629, -0.0004462330252863467, -0.0009601521887816489, -0.005489860661327839, 0.0024050362408161163, 0.0034890638198703527, 0.0014972208300605416, 0.003576175542548299, 0.0005706712254323065, 0.0016195689095184207, 0.0010309229837730527, 0.0019507682882249355, 0.001752647222019732, -0.003175342921167612, -0.003407602896913886, -0.006689609959721565, 0.0049430131912231445, -0.005972010083496571, -0.0009772449266165495, 0.008129882626235485, 0.003913162741810083, 0.005432175938040018, -0.005171516910195351, -0.009245669469237328, -0.0010472715366631746, 0.007478074636310339, -0.00021741160890087485, 0.0011551848147064447, -0.0032163886353373528]",Singer,Anh Quân,4
773,"[0.0006149669061414897, -0.007092101499438286, 0.005628536455333233, -0.0015214282320812345, -0.006508397404104471, -0.0042025442235171795, 0.004858450032770634, -0.005028259940445423, -0.007161745801568031, -0.0011536425445228815, -0.0023570149205625057, 0.0024354576598852873, 0.006626189220696688, -0.0005873351474292576, 0.007287049666047096, -0.004626410081982613, -0.004309675190597773, 0.0009176777675747871, 0.00527672003954649, -0.0031178444623947144, -0.005754976999014616, 0.0006182118086144328, 9.917073475662619e-05, 0.005042188800871372, -0.0021129916422069073, -0.0007902157958596945, 0.004312364384531975, 0.003317394759505987, -0.003215354634448886, 0.0012704222463071346, 0.007144672330468893, 0.008923040702939034, -0.0025850425008684397, 0.0030331958550959826, -0.0027491068467497826, 0.0008272634586319327, 0.004809175617992878, 0.0014557562535628676, 0.0075115482322871685, -0.0008430136949755251, -0.00309390714392066, 0.00014515103248413652, 0.0056417458690702915, -0.008779983036220074, -0.0008801439544185996, -0.004925387911498547, -0.0036357082426548004, 0.004348528105765581, 0.0004234843363519758, 0.005059799645096064, 0.002689107321202755, 0.0043849400244653225, 0.006690621841698885, -0.0048000444658100605, 0.0037414918188005686, -0.005638930946588516, -0.0008536565001122653, -0.0013253814540803432, -0.00576490443199873, -0.0008919541141949594, -0.0006117752054706216, 0.004192791413515806, -0.0008177428971976042, 0.0038181301206350327]",Singer,Ánh Tuyết,0
777,"[0.003179428167641163, 0.003395502455532551, -0.0049910470843315125, -0.0010087450500577688, 0.0001781316241249442, 0.006679017562419176, -0.0030847603920847178, 0.005820552818477154, -0.0014838265487924218, -0.0005707198288291693, 0.005572568159550428, -0.0015710340812802315, -0.0010704732267186046, -0.0024742961395531893, -0.004053311422467232, -0.0005138140404596925, -0.0017057687509804964, 0.001189964939840138, 0.004464413970708847, 0.00577069167047739, 0.006134951952844858, 0.00438472256064415, 0.0005998056731186807, 0.007457435131072998, -0.006373449228703976, 0.002419829135760665, 0.0024126439820975065, -0.0030566100031137466, -0.006736238487064838, -0.00649751303717494, 0.00042203915654681623, 0.0050428262911736965, -0.00013077333278488368, 0.004681060090661049, -0.00423705019056797, 0.0008743153302930295, -0.001191655290313065, -0.005159485153853893, -0.005443372763693333, 0.006832446437329054, -0.0058096121065318584, 0.007367270067334175, 0.007293563336133957, -0.0007694350788369775, 0.008243439719080925, -0.0028662097174674273, 0.0065055908635258675, 0.0009240389917977154, -0.0015850287163630128, 0.004779890179634094, -0.003907308913767338, -0.0009017731645144522, -0.0006262860260903835, 0.008403056301176548, -0.006798433139920235, 0.005554645322263241, 0.004635408986359835, -0.0035956150386482477, 0.002286669798195362, 0.004207786172628403, -0.0025431422982364893, -0.007911629974842072, 0.0018780360696837306, -0.0031959477346390486]",Singer,Double2T,5
