id,emb,label,name,community
166,"[0.004239376168698072, -0.004991328343749046, 0.002380500780418515, -0.00044262269511818886, -0.0011866659624502063, 0.0046208882704377174, 0.002705163788050413, -0.002079522470012307, 0.00473515409976244, 0.007455131039023399, -0.0062020039185881615, 0.006081668194383383, -0.0006436185212805867, -0.006373572628945112, -0.0013967520790174603, 0.007788409944623709, -0.006863408721983433, 0.0048754713498055935, 0.00213820394128561, 0.005862716119736433, -0.00018154745339415967, -0.0001380772446282208, -0.0012089808005839586, -0.004587494768202305, 0.005826030857861042, 8.628133218735456e-05, -0.0045852940529584885, -0.009658817201852798, -0.00458874786272645, 0.0008978250552900136, -9.911607048707083e-05, -0.0025503505021333694, 0.004809608682990074, 0.006112306844443083, -0.0038811550475656986, -0.0032101995311677456, -0.007021437864750624, -0.0062437416054308414, -0.005092144012451172, -0.00719350716099143, 0.004361778497695923, -0.0010576803470030427, -0.0015798655804246664, -0.0006450967048294842, 0.006679160986095667, -0.004240387585014105, 0.0005612302338704467, 0.006104917265474796, -0.00274559180252254, 0.006525291129946709, -0.0018140127649530768, 0.00610229279845953, -0.003742252243682742, 0.004461891483515501, 0.006212856620550156, -0.006319829262793064, 0.006016922183334827, -0.0017583592562004924, -0.005032395012676716, -0.0007905822712928057, -0.0047784289345145226, -0.0011112341890111566, -0.0048141274601221085, 0.005597664043307304]",Singer,Trish Thùy Trang,5
167,"[0.00224897894077003, -0.006333727855235338, -0.00040337868267670274, -0.0008404990076087415, -0.005078284535557032, -0.005347678903490305, 0.004088307730853558, -0.004921806510537863, -0.005707006901502609, 0.0060380324721336365, 0.0033277205657213926, 0.00623466307297349, -0.004036776255816221, 0.0002392651658738032, -0.0028725583106279373, 0.006805021315813065, 0.0034292296040803194, 0.0010120711522176862, -0.0012675230391323566, 0.0013915104791522026, -0.0054490226320922375, -0.005706115625798702, 0.0029207193292677402, -0.00269652740098536, 0.0007113348110578954, 0.006036715116351843, 0.004503639880567789, -0.004902518354356289, -0.0002869874006137252, -0.004575938452035189, 0.0036796429194509983, 0.003309645690023899, -0.0025229379534721375, 0.009017879143357277, 0.004236348904669285, 0.006699703633785248, 0.0006395775126293302, 0.002707267878577113, -0.0019057916942983866, 0.005989750847220421, -0.006537357810884714, -0.002434024354442954, 0.005822174716740847, 0.002246254589408636, 0.004594435915350914, -0.004716611932963133, -0.006346098612993956, 0.004272683057934046, -0.0025173353496938944, -0.0022102524526417255, -0.003519128542393446, -0.002987960586324334, -0.00549008185043931, 0.0058767953887581825, 0.00027437438257038593, 0.0053874421864748, -0.008335910737514496, 0.008249680511653423, -0.004815681371837854, -0.003410376375541091, -0.00040173224988393486, -0.004424252547323704, -0.0004123516264371574, 0.0013327599735930562]",Singer,Quốc Khanh,1
168,"[0.002370674628764391, -0.00555963022634387, -0.004700789228081703, -0.004950862377882004, 0.002765404060482979, 0.0049114287830889225, -0.005217745900154114, -0.004621594678610563, -0.0027662264183163643, 0.006698356941342354, 0.005691531579941511, -0.005072618369013071, -0.0022272204514592886, 0.006377876736223698, 0.0059076352044939995, 0.0032698428258299828, -0.000914010452106595, -0.007857642136514187, -0.0005989104975014925, 0.007839389145374298, 0.007150913588702679, -0.001943234819918871, 0.005958821624517441, -0.005743327084928751, -0.0008969279588200152, -0.0030526660848408937, 0.005427812226116657, 0.006867645774036646, 0.007274189498275518, -0.0017098684329539537, -0.0007208024617284536, -0.004296515136957169, 0.0028788165654987097, 0.007947148755192757, 0.0019812327809631824, -0.0009462920716032386, -0.001490797963924706, 0.0011043355334550142, 0.0007620298420079052, -0.005294814705848694, 0.0021942234598100185, 0.0023115654475986958, -0.005724258720874786, 0.0015882152365520597, -0.0051469383761286736, 0.00857553631067276, -0.005582405719906092, 0.0018941807793453336, -0.00020464957924559712, 0.00567628163844347, -0.0006398556288331747, 0.006831729784607887, 0.000979543081484735, -0.0024724258109927177, 0.00026516662910580635, -0.008307374082505703, 0.0061630140990018845, 0.0073215351440012455, 0.0036171001847833395, -0.00048000284004956484, -0.008105121552944183, 0.005877955816686153, -0.0011362448567524552, 0.0027630142867565155]",Singer,Đức Huy,2
169,"[0.005725011229515076, 0.0025118549820035696, -0.0022620270028710365, 0.0043768384493887424, 0.0016154403565451503, 0.0031657975632697344, -0.0019158384529873729, -0.004317387938499451, -0.00690409354865551, 0.004596518352627754, 0.00023472415341529995, 0.00010895451850956306, 0.005767239257693291, 0.0014112540520727634, -0.0074531314894557, -0.003050619037821889, 0.0026003671810030937, -0.00285036931745708, 0.0019233869388699532, 0.006281148176640272, 0.003397800959646702, -0.002177861053496599, -0.005080509465187788, 0.00039348588325083256, -0.0002978081756737083, -0.0027767643332481384, -0.007138935383409262, 0.006861815229058266, 0.003682722570374608, 0.0075937071815133095, 0.0004973342875018716, 0.004152573179453611, 0.0030199254397302866, 0.006774153094738722, -0.0028589211869984865, 0.005516997538506985, 0.0034091004636138678, 0.006254878826439381, -0.003406299976631999, -0.00459103100001812, -0.005450698081403971, 0.002209325321018696, -0.0013997579226270318, 0.007109610829502344, -0.005643952172249556, 0.0020517935045063496, 0.00635840930044651, 0.00448742788285017, 0.007094729226082563, -0.0014482374535873532, 0.0053190188482403755, 0.006606108974665403, -0.0014392405282706022, -0.005066103767603636, -0.005139166954904795, 0.0035673119127750397, -0.0022065620869398117, -0.006637429352849722, 0.007193426601588726, -0.0009816356468945742, 0.0020994343794882298, -0.00569041958078742, -0.0023807056713849306, -0.0036838992964476347]",Singer,Hà Thanh Xuân,6
170,"[0.0031472130212932825, 0.005504211410880089, 0.005953597836196423, 0.00234952662140131, 0.006164741236716509, 0.0008190458174794912, -0.006412417162209749, -0.0038936701603233814, -0.006567021366208792, 0.005467383656650782, 0.0020947561133652925, 0.0043647196143865585, 0.005887498613446951, -0.006986218970268965, 0.0028489583637565374, -0.004254349507391453, -0.002770662307739258, 0.005834437441080809, -0.0002161843585781753, -0.004601212218403816, -0.001920725917443633, 0.0038937318604439497, -0.0026852483861148357, -0.0011609426001086831, 0.0020058155059814453, 0.0035341568291187286, 0.006973767187446356, 0.001270117936655879, -0.004931049887090921, -0.006612518802285194, -0.0054715098813176155, -0.005193132907152176, -0.009493067860603333, 0.0060568759217858315, -0.006689416244626045, -0.0023900591768324375, 0.0023436080664396286, 0.005853632465004921, -0.0005847981083206832, -7.488862320315093e-05, 0.002014310099184513, 0.006456037051975727, 0.002231184858828783, 0.004490347113460302, 0.00017203649622388184, -0.0017977597890421748, 0.005640124436467886, 0.004636058118194342, -0.006133307237178087, 0.00605487497523427, -0.005123232025653124, 0.0014634971739724278, 0.005373700056225061, -0.0005420715315267444, -0.001992823788896203, 0.003071489976719022, -0.00480655487626791, -0.008505699224770069, -0.0003559510223567486, 0.005128000862896442, -0.008347883820533752, 0.001502126338891685, -0.0019124224781990051, -7.870731496950611e-05]",Singer,Lâm Tuyền,6
171,"[0.006546938791871071, -0.005342987831681967, -0.006739436648786068, 0.002547170501202345, -0.0006715910276398063, -0.0016172436298802495, 0.0006259198999032378, 0.0011791781289502978, 0.0003009511565323919, 0.002717699157074094, -0.004367068875581026, 0.004578490741550922, -0.00034802057780325413, 0.005707775708287954, 0.005140412133187056, 0.006981976795941591, 0.004207669757306576, 0.0017327975947409868, -0.0035340196918696165, 0.002760205650702119, -0.0002265921502839774, 0.00030825482099317014, 0.010960317216813564, 0.0040684775449335575, 0.0073483893647789955, 0.006106422748416662, -0.0015563026536256075, -0.0003840699209831655, 0.0037335839588195086, 0.00196883175522089, 0.007956760935485363, -0.0030515333637595177, 0.00749317929148674, 0.00198059412650764, 0.0008995713433250785, -0.003947865217924118, -0.008481240831315517, 0.004053207114338875, -0.0012247181730344892, 0.0034264479763805866, 0.0036257077008485794, -0.00021774476044811308, 0.008255922235548496, 0.001933202613145113, -0.0028445355128496885, 0.00867665559053421, -0.010050873272120953, -0.0016740914434194565, 0.006859016139060259, -0.007140133995562792, -0.006944036576896906, 0.003977838903665543, -0.0067063006572425365, -0.0027236086316406727, -0.0007980605005286634, -0.006309593096375465, -0.0014977572718635201, 0.005838382989168167, 0.0022673129569739103, 0.0037444860208779573, -0.004917180631309748, -0.005089695565402508, 0.005914623383432627, -0.0026273978874087334]",Singer,Lê Văn Thiện,2
172,"[0.00560231227427721, -0.0016817394644021988, 0.0013328457716852427, -0.0027959593571722507, 0.009201071225106716, -0.005212979856878519, -0.007375249173492193, -0.0016117695486173034, 0.0027763403486460447, 0.0035050148144364357, -0.004395788069814444, -0.00880766287446022, 0.0020890100859105587, -0.00035753779229708016, -0.0024679123889654875, 0.0039034925866872072, 0.0006674988544546068, -0.0035386676900088787, -0.0030463053844869137, -0.007310512475669384, -0.005356462672352791, 0.0062925610691308975, -0.003980696201324463, 5.018866795580834e-05, 0.005783851724117994, -0.005366131663322449, -0.0024619270116090775, -0.005669921636581421, 0.009329148568212986, 0.003727391827851534, 0.0018689307617023587, 0.004020268563181162, -0.004530150443315506, 0.002387461718171835, -0.004114638082683086, 0.002373196417465806, 0.007285968400537968, 0.004670542664825916, -0.0010111939627677202, -0.0052679297514259815, -0.005049135070294142, 0.006272855214774609, -0.005978371948003769, -0.00032287643989548087, 0.003598171751946211, 0.004014754667878151, -0.006484071724116802, -0.004698580130934715, -0.0038073332980275154, 0.0015037221601232886, -0.004108475521206856, -0.0011431955499574542, 0.002305402187630534, 0.00337045406922698, 0.001046123681589961, -0.004725209437310696, -0.004272726830095053, 0.004518529400229454, -0.003643512725830078, -0.007410976104438305, 0.003913260996341705, 0.006373123731464148, 0.005966800730675459, -0.000852806493639946]",Singer,Mạnh Quỳnh,3
173,"[0.003209484741091728, 0.003459760220721364, 0.00669846823439002, 0.007179429288953543, 0.004575471859425306, -0.006925959140062332, -0.003302840981632471, 0.0024142072070389986, -0.0008814607281237841, 0.0030111465603113174, 0.004992572125047445, -0.002151163062080741, -0.005968877580016851, 0.007171476725488901, 0.002732777502387762, -0.0018516620621085167, 0.0033086908515542746, 0.0015957066789269447, -0.0007302258745767176, 0.007798203732818365, -0.005868771579116583, 0.005729115568101406, -0.0017351355636492372, -0.005729213356971741, 0.009002534672617912, -0.0031501860357820988, -0.0006260103546082973, -0.004224439151585102, 0.001769550726749003, -0.0012598888715729117, 0.003218113211914897, -0.0015770738245919347, -0.0026973525527864695, 0.0010828792583197355, -0.004071176052093506, -0.00674418592825532, -0.0038617332465946674, -0.005516884382814169, -0.00423528952524066, -0.007660688832402229, 0.004738132935017347, 0.004944298416376114, -0.003189296228811145, 0.007077675312757492, 0.0009303953847847879, -0.0016165857668966055, 0.004315151367336512, -0.0019543629605323076, -0.00045595644041895866, -0.00550968199968338, 0.00642863055691123, -0.0014440331142395735, -0.002118679229170084, 0.0014136277604848146, -0.00581392040476203, 0.005759530235081911, 0.005025865044444799, -0.006254890467971563, -0.0013205723371356726, -0.004576318897306919, -0.0015594565775245428, -0.006234785541892052, 0.003918466158211231, -0.00898780208081007]",Singer,Nghiêm Phú Phi,7
174,"[0.0012926022754982114, 0.00691705709323287, 0.00019887035887222737, 0.0027306994888931513, -0.003934919834136963, 0.002793737454339862, 0.0054213302209973335, 0.0011214785045012832, 0.0007121380767785013, 0.00470574339851737, -0.008433444425463676, 0.00014734368596691638, -0.004000348970293999, -0.0007251205388456583, -0.004325313493609428, -0.005567280575633049, -0.0029879137873649597, -0.007860495708882809, -0.0028648616280406713, -0.0007849613321013749, 0.00444088876247406, -0.004402601160109043, 0.003629718441516161, 0.006298684515058994, 0.00908090453594923, 0.0007414378924295306, -0.0025142119266092777, 0.007093880325555801, -0.007218667306005955, -0.0021794678177684546, -0.002534586703404784, 0.003798555815592408, 0.0024733419995754957, 0.0034789936617016792, 0.00478407321497798, 0.004156199749559164, -0.006595218554139137, -0.0071244253776967525, -0.0015115333953872323, -0.001798189477995038, -0.004053158685564995, -0.0063517726957798, 0.0006148336105979979, 0.0031414180994033813, 0.005513554438948631, -0.005559537094086409, 0.006153346039354801, -0.0017347686225548387, 0.0027124120388180017, 0.0034641327802091837, 0.006479127798229456, -0.006949218921363354, 0.0036720610223710537, 0.007631714455783367, -0.003240888239815831, 0.007215374149382114, 0.0007658797549083829, -0.006856215186417103, -0.006355170626193285, -0.002499982947483659, 0.005538449622690678, 0.00207915878854692, 0.004008417949080467, -0.005983141716569662]",Singer,Trang Mỹ Dung,6
175,"[0.005194810684770346, 0.002890637144446373, -0.0025502725038677454, 0.0014295729342848063, -0.004451765678822994, -0.006668923422694206, 0.004229716956615448, -0.0010048849508166313, 0.005617894232273102, 0.001725297886878252, 0.002661648904904723, 0.0026459433138370514, -0.0096147321164608, 0.003890654304996133, -0.006459344644099474, -0.0040618362836539745, -0.007614582777023315, 0.004352734889835119, -0.004960892256349325, -0.0032370712142437696, -0.00417157681658864, 0.0034824879840016365, -0.008749797940254211, 0.006829051300883293, 0.0008254172280430794, -0.005410453770309687, -0.005801932420581579, -0.006691339425742626, -0.004175600130110979, -0.006398005411028862, 0.0015535249840468168, -0.00384617131203413, -0.004571663215756416, 0.004283282905817032, -0.0016509443521499634, -0.0021676060277968645, 0.0022709760814905167, -7.061118230922148e-05, 0.0014881902607157826, -0.004880289547145367, -0.0006835343083366752, -0.006003747694194317, 0.007485764101147652, -0.007659633178263903, 0.006110192742198706, -0.005636492744088173, 0.0012689909199252725, -0.0048385546542704105, 0.003300702665001154, -0.007219873834401369, 0.003971810452640057, -0.0004657949903048575, 0.00219367491081357, -0.006680365186184645, 0.004080764017999172, 0.0020856927148997784, 0.0045803324319422245, 0.00257790251635015, -0.004211929626762867, 0.00762809906154871, -0.0047376384027302265, 0.0021583635825663805, -0.008533341810107231, 0.006150449626147747]",Singer,Thanh Sơn,2
176,"[0.005775274243205786, 0.007428201846778393, 0.007376885041594505, -0.00037522969068959355, -0.0012071918463334441, 0.0033576844725757837, -0.002166751539334655, -0.0022720899432897568, 0.004705603700131178, 0.002871411619707942, 0.005678076297044754, 0.005800890736281872, -0.006045108661055565, -0.0037723740097135305, 0.0015641769859939814, -0.005704395938664675, 0.001524755614809692, -0.00387736433185637, -0.004480333533138037, 0.0010487729450687766, -0.009781359694898129, -0.007799847517162561, -0.0014823598321527243, 0.0018334004562348127, -0.0007172808982431889, -0.000478455942356959, -0.005849278066307306, 0.004040831234306097, 0.0025772310327738523, -0.0038330252282321453, -0.004269504453986883, 0.00026701699243858457, -0.001141251646913588, 0.002813962986692786, -0.004397320095449686, 0.005923931486904621, 0.003770297160372138, -0.0007847956730984151, 0.00230971141718328, 0.0016513003502041101, 0.006793749984353781, -0.002137555507943034, -0.0027358096558600664, 0.005431799683719873, -0.004400982987135649, 0.007368871942162514, 0.0014014284824952483, -0.006839522160589695, -0.007513116113841534, 0.002759589347988367, 0.006122452672570944, -0.006074924487620592, -0.005506573710590601, -0.0004537925124168396, 0.008261596783995628, 0.0053946152329444885, 0.0027555765118449926, -0.0012797353556379676, 0.002767099067568779, -0.0008558159461244941, 0.0019787659402936697, -0.0028128221165388823, -0.009451366029679775, -0.005971238948404789]",Singer,Lê Dinh,2
177,"[0.0028305314481258392, -0.0007085490506142378, -0.004198439884930849, -0.005946378689259291, -0.0019086033571511507, 0.003479586448520422, 0.0029845659155398607, 0.0005658449372276664, 0.0040117297321558, 0.004500398878008127, -0.00041060056537389755, -0.004481003154069185, 0.0028331053908914328, 0.00601734546944499, 0.00881175696849823, 0.0013263255823403597, 0.006418986711651087, 0.00184448913205415, -0.004525179974734783, -0.0008658608421683311, 0.0064165424555540085, -0.005752463359385729, -3.6032455682288855e-05, -0.0037179430946707726, 0.0025063534267246723, -0.0008834874024614692, -0.004203800577670336, 0.004300917498767376, -0.000992149580270052, 0.004774816334247589, -0.003230527276173234, -0.00363491615280509, 0.0018907329067587852, 0.0026772296987473965, 0.007759437896311283, -0.0035741892643272877, 0.0058966511860489845, 0.004120481666177511, 0.0006582793430425227, -0.0012823157012462616, 0.001398517400957644, -0.004169738385826349, -0.001515233307145536, -0.0022823845501989126, -0.006094721611589193, 0.0006914676632732153, -0.005116158630698919, -0.005979472305625677, -0.0004171557375229895, -0.0055947089567780495, -0.0002426125283818692, -0.005906718783080578, 0.007494625169783831, -0.004379005171358585, 0.003115794388577342, -0.0006197048933245242, -0.006503336131572723, 0.004418741911649704, 0.006926232483237982, -0.0013577837962657213, -0.003638333175331354, -0.0019560283981263638, 0.0076280394569039345, 0.001351871876977384]",Singer,Lê Mộng Bảo,2
178,"[0.0008631720556877553, 0.0012859510025009513, 0.003919885028153658, 0.004440341144800186, 0.0027588692028075457, -0.0016682751011103392, -0.0054906997829675674, -0.0005062177078798413, 0.003734003286808729, 0.0040145451202988625, 0.0008240013848990202, 0.0015857124235481024, 0.006271447520703077, -0.00247817556373775, -0.00042870998731814325, -0.0003570143016986549, -0.0015621614875271916, -0.004602977540344, -0.0058870394714176655, 0.0041398052126169205, 0.0005488443421199918, -0.001229011220857501, 0.0037302125710994005, -0.0055849854834377766, 0.0022094002924859524, 0.0045183016918599606, -0.005133506841957569, -0.0020463240798562765, 0.004295818507671356, 0.007948122918605804, 0.0074846469797194, 0.0022069273982197046, 0.004335499368607998, 0.002061285311356187, 0.0032993343193084, 0.005867896601557732, 0.004801424685865641, 0.001667276257649064, 0.001431079232133925, 0.0059504141099750996, -0.006932646036148071, 0.001970629207789898, 0.005012513138353825, -0.00533268554136157, -0.0013826694339513779, -0.003159021493047476, -0.0027963293250650167, -0.005207252688705921, 0.0026822828222066164, 0.00360638159327209, 0.001986298244446516, 0.0065953549928963184, -0.0022436545696109533, 0.003067531855776906, 0.005154904443770647, 0.0007326886989176273, 0.007727557327598333, 0.0015184448566287756, 0.00037592562148347497, 0.003543426748365164, 0.0024906799662858248, -0.007929529994726181, 0.008520087227225304, 0.004657021723687649]",Singer,Vũ,1
179,"[0.00515453377738595, 0.00025644461857154965, 0.0007850151159800589, 0.003551787231117487, 0.0009694203617982566, 0.0031004708725959063, -0.007606348488479853, -0.0046840086579322815, -0.006905174348503351, 0.002408368280157447, -0.0063514988869428635, 0.001377046573907137, 0.0015813274076208472, 0.004883377812802792, -0.001493563293479383, -0.002696601441130042, -0.002459546085447073, 0.005560019984841347, -0.007348771207034588, 0.0032277549616992474, -0.005590326618403196, -0.006611056160181761, -0.006497814320027828, -0.006239624228328466, -0.0024159515742212534, -0.00246557523496449, 0.008009564131498337, 0.002631440758705139, -0.007196873892098665, 0.00026813356089405715, -0.004690227564424276, 0.008564907126128674, -0.004678702913224697, 0.0038117622025310993, -0.0043614874593913555, -0.00019205128774046898, -0.004364060238003731, -0.005783881526440382, 0.003517983015626669, 0.0015840206760913134, -0.002334513235837221, -0.0002784393436741084, -0.005774328019469976, -0.000927457760553807, -0.0021524683106690645, -0.0007739157299511135, 0.006794162560254335, 0.006564080249518156, 0.000307710375636816, -0.006591588258743286, -0.0006852300721220672, -0.0029114254284650087, -0.0023780122864991426, 0.005434577353298664, -0.0039650509133934975, -0.004722169134765863, -0.004612508695572615, -0.004552953410893679, 0.0021174289286136627, -0.0024571677204221487, -0.007614299189299345, 0.006162004545331001, -0.004209236707538366, 0.0020598052069544792]",Singer,Ngọc Linh,9
180,"[0.0006130961701273918, 0.002729377942159772, -0.004042431712150574, 0.0015180610353127122, 0.005593413021415472, -0.0016091964207589626, 0.0022100142668932676, -0.0045907520689070225, -0.0049186279065907, 0.0030680519994348288, -0.004590061493217945, 0.005111247766762972, 0.004218284506350756, -0.0043967291712760925, 0.007124787196516991, -0.0027008967008441687, 0.005077488254755735, -0.00283103808760643, -0.00824178196489811, 0.008787401020526886, 0.0044233850203454494, -0.0019059272017329931, -0.0027538039721548557, 0.004281232133507729, -0.0042787715792655945, 0.0016987762646749616, 0.007252668961882591, -0.002912828465923667, -0.001459816936403513, 0.003399638459086418, 0.004452925641089678, -0.002298078266903758, 0.0028139918576925993, 0.005058366805315018, 0.00762434396892786, -0.00812071468681097, -0.0047361841425299644, -0.008730068802833557, 0.005811863113194704, 0.006569509860128164, 0.005843150895088911, 0.006582052446901798, -0.0019203264964744449, -0.002842044224962592, 0.0032847572583705187, -0.004953187890350819, -0.007384666707366705, 0.007463719695806503, 0.00606190599501133, 0.0015718159265816212, 0.001649697427637875, 0.006599478889256716, 0.0020521418191492558, -0.00460178405046463, -0.0007863627979531884, -0.00030588152003474534, -0.007057304959744215, -0.005736221093684435, -0.0038445047102868557, 0.002106308937072754, 0.0014597898116335273, -0.0010080719366669655, -0.004163288976997137, 0.0031871905084699392]",Singer,Lam Anh,0
181,"[0.0076045384630560875, -0.005250206217169762, -0.0006096171564422548, -0.004762955009937286, 0.0042507280595600605, -0.0014265092322602868, 0.006720677949488163, -0.0022626633290201426, -0.007354013621807098, 0.003567156847566366, 0.00635098060593009, -0.008154462091624737, -0.003922244533896446, 0.0033974868711084127, -0.005072995088994503, 0.005429336801171303, -0.004587695002555847, 0.005097356159240007, -0.00473622465506196, 0.005194777622818947, 0.0023568288888782263, -0.0026587629690766335, 0.000404337071813643, -0.0008685759967193007, -0.00015627301763743162, 0.0010369379306212068, -0.008046829141676426, -0.0025895549915730953, -0.00592003995552659, -0.002967089181765914, 0.0066445861011743546, -0.006475545931607485, 0.005209079012274742, 0.004501925315707922, 0.006765151396393776, 0.0004626999725587666, -0.00021433223446365446, -0.00266476534307003, 0.0042347083799541, 0.004778408445417881, -5.56889790459536e-05, 0.005418518092483282, -0.00012137345765950158, 0.004016445484012365, 0.002200995571911335, 0.006681683473289013, 0.0026986838784068823, -0.00539434002712369, -0.004740252625197172, -0.0066146207973361015, -0.007810930721461773, 0.0053968592546880245, -0.0009247338748537004, 0.008550231344997883, -0.00606235908344388, 0.006598993204534054, -0.0017911733593791723, -0.0016148826107382774, -0.0015553691191598773, 0.0034252803307026625, -0.0047354563139379025, 0.0034916256554424763, -0.006339101120829582, -0.003386471187695861]",Singer,JustaTee,1
182,"[0.00044939483632333577, -0.0014380000066012144, -0.007331219967454672, 0.009378403425216675, -0.005014636088162661, -0.007850506342947483, 0.0006774478824809194, -0.002682543359696865, -0.0073650605045259, 0.002728837775066495, -0.006796608213335276, -0.0031240414828062057, -0.0004083727253600955, -0.00370684708468616, 0.004009493160992861, 0.0027197024319320917, 0.003774037817493081, -0.003374577034264803, -0.005843810737133026, -0.0027083703316748142, -0.002165750367566943, 0.003769420552998781, 0.00546268979087472, -0.005639052949845791, -0.0032893854659050703, 0.009241387248039246, -0.0062028286047279835, -0.006450236309319735, 0.0012206303654238582, -0.0006922789616510272, -0.0007348444778472185, 0.0005733147263526917, -0.00763218617066741, 0.004540806170552969, 0.0015201865462586284, 0.007570340298116207, -0.0012468107743188739, -0.0039712958969175816, 0.00422650296241045, -0.004183135461062193, 0.006552640348672867, -0.00629145372658968, 0.003836411517113447, 0.001386771211400628, 0.006390201393514872, 0.0010001020273193717, 0.004162590950727463, -0.008001640439033508, 0.0005360822542570531, 0.0028732880018651485, -0.0030374438501894474, 0.0006843804148957133, 0.005837483797222376, -0.0020499187521636486, -0.00670010456815362, -0.005713689606636763, -0.0031482630874961615, -0.0026198644191026688, -0.006895281840115786, 0.0068647186271846294, 0.0009769252501428127, -0.0033274227753281593, -0.006457861978560686, -0.0022816797718405724]",Singer,Hari Won,1
183,"[0.003432126948609948, -0.003632781794294715, 0.0044472962617874146, 0.005686200689524412, -0.006881840527057648, -0.0001767034991644323, 0.0008623577305115759, -0.007810183800756931, -0.003647482953965664, 0.003524536732584238, 0.0025695308577269316, -0.0008042349945753813, -0.003101430833339691, 0.0036435583606362343, 0.001958013279363513, 0.003438896732404828, 6.826969183748588e-05, -0.00851353444159031, 0.007001551333814859, -0.006490189116448164, 0.00682341493666172, -0.0019647814333438873, -0.007402072194963694, -0.00686534633859992, 0.007855422794818878, 0.00183055957313627, 0.0037003348115831614, -0.003209823975339532, 0.0043068211525678635, -0.006480943411588669, 0.005446515511721373, 0.006265387870371342, -0.0008387777488678694, 0.004962878301739693, -0.005662019830197096, 0.0017454782500863075, 0.006014308892190456, 0.0015955835115164518, -0.00739098247140646, -0.0064577520824968815, -0.004575449973344803, 0.008543289266526699, -0.004497274290770292, 0.008263706229627132, 0.005365592893213034, 0.00088324467651546, -0.0018799703102558851, 0.007670904975384474, 0.0008048302261158824, -0.00646629324182868, -0.005514984950423241, 0.0058533684350550175, 0.005072984844446182, 0.0013181038666516542, 0.0037854663096368313, 0.006862900219857693, 0.00017234677216038108, 0.007461477071046829, -0.005590914282947779, 1.9479626644169912e-05, 0.00752144493162632, -0.0028438949957489967, -0.0034560870844870806, -0.005785077810287476]",Singer,Amee,4
185,"[0.0028604031540453434, 0.0057313451543450356, 0.005166290327906609, -0.0030988308135420084, -0.0037986855022609234, -0.005951793398708105, -0.004791270010173321, -0.005892439279705286, -0.0043182591907680035, 0.003109950805082917, -0.0009433701052330434, -0.006720558274537325, 0.004340565297752619, 0.003196568926796317, 0.0025221677497029305, -0.006805123761296272, -0.001982815330848098, 0.006599740125238895, 0.006107083987444639, -0.0021491232328116894, 7.374359120149165e-05, 0.002641530241817236, 0.0025582914240658283, 0.001295682042837143, -0.006253506522625685, 0.007122145965695381, 0.005846522748470306, 0.008869022130966187, 0.0063425153493881226, 0.005574419163167477, -3.2505929993931204e-05, 0.008675460703670979, 0.005947326775640249, 0.005176757927983999, 0.0028253840282559395, 0.00047325482591986656, -0.00844311248511076, 0.004944282118231058, 0.005959199275821447, -0.0018119689775630832, -0.002796114655211568, -0.0038198346737772226, 0.002783855888992548, -0.004438536241650581, -0.006123760249465704, 0.006923438049852848, -0.004918407648801804, 0.005758519750088453, -0.0038762898184359074, -0.006303365807980299, 0.00433932151645422, 0.0011380555806681514, -0.0077368696220219135, 0.002553677884861827, -0.00012173559662187472, 0.00022529145644512028, 0.005410134792327881, -0.006339638959616423, 0.0049977670423686504, 0.008732621558010578, -0.007774760946631432, -0.005142695736140013, -0.005020404700189829, 0.007394799962639809]",Singer,Gil Lê,8
186,"[0.0030979455914348364, -0.008090500719845295, -0.0019380844896659255, -0.00489449966698885, 0.001147199422121048, 0.004343137145042419, 0.004964150954037905, -0.007294182199984789, -0.003315008943900466, 0.004743764642626047, 3.2008669222705066e-05, -0.0033107842318713665, -0.007300459314137697, -0.003856589552015066, -0.007549140136688948, 0.0052144816145300865, 0.007621689233928919, -0.0005962962750345469, 0.006868117488920689, 0.003127562813460827, -0.0039765918627381325, -0.008176513947546482, 0.005100795533508062, -0.0018340167589485645, -0.006189056672155857, -0.0043538594618439674, 0.004950147122144699, 0.003429130418226123, -0.0024067694321274757, 0.007907065562903881, -0.00560352485626936, -0.0022686657030135393, -0.005363169591873884, 0.0057237884029746056, -0.0018972605466842651, -0.0064482418820261955, 0.00906243734061718, 0.003986317664384842, -0.008768330328166485, 0.0022626963909715414, 0.004087993409484625, 0.0012817952083423734, 0.006688446272164583, -0.005444701761007309, -0.0017167468322440982, 0.00527758477255702, -0.004512744955718517, 0.005042191594839096, -0.002862378256395459, 0.0024126488715410233, 0.006570691708475351, -0.0035119326785206795, -0.001105432864278555, -0.004800996743142605, 0.0009400148992426693, 0.0040097590535879135, 0.002834522631019354, -0.007551954127848148, -0.0010113088646903634, -0.003639818634837866, 0.00014309375546872616, 0.0034952189307659864, -0.0034765058662742376, -0.007814507931470871]",Singer,Phương Trinh Jolie,3
